WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  LAUN    TXFR                                            
admitted                 2     5     8     8    44   117   160     6     6   -10       2
leading                  2     5     7     7    52   119   227     2     2    -8       5
rather                   2     5     6     6    60   121   220     0     0    -8      42
unseemly                 2     5     8     8    68   122   235     1     1    -8       1
life                     2     5     4     4    76   123   248     0     0    -8      56
nowadays,                3     1     9     8     7   124   243     7     7     0       3
cruising                 3     1     8     8    15   125   393     5     5    -8       1
London                   3     1     6     6    29   127   185     6     6   -14      27
streets                  3     1     7     7    36   128   120     6     6    -7       5
lookout                  3     1     7     7    49   131   220     4     4   -13       1
thirtysomething          3     1    15    15    60   133   294     3     3   -11       1
thirtysomething          3     1    15    15    70   133   176    13    13   -10       1
men                      3     1     3     3    74   134   148     1     1    -4      20
uncommitted              3     2    11    11     5   137   131     0     0   -99       1
sex                      3     2     3     3    20   138   197     3     3   -15      11
uncommitted              3     2    11    11    13   137   241     8     8     7       1
posed                    3     2     5     5    37   142   219     1     1   -24       2
photographer,            3     2    13    12    50   145   286     2     2   -13       2
photographer,            3     2    13    12    56   145   197     8     8    -6       2
exhibiting               3     2    10    10    67   146   196     5     5   -11       1
her                      3     2     3     3    73   147   157     0     0    -6     107
long,                    3     3     5     4     5   148   223     5     5   -99      43
slim                     3     3     4     4     9   149   283     3     3    -4       1
fishnet                  3     3     7     7    24   153   254     0     0   -15       1
stockings.               3     3    10     9    32   154   311     0     0    -8       2
Predictably,             3     3    12    11    49   155   261     6     6   -17       2
envious                  3     3     7     7    60   157   211     0     0   -11       1
wrath                    3     3     5     5    70   158   240     2     2   -10       3
middle-aged              3     4    11    11     5   160   228     5     5   -99     -99
England                  3     4     7     7    22   162   188     3     3   -17      12
descended                3     4     9     9    33   163   347     6     6   -11       2
England                  3     4     7     7    20   162   169     1     1    13      12
scion                    3     4     5     5    51   167   217     1     1   -31       1
the                      3     4     3     3    62   169   299     3     3   -11    3511
sleeveless               3     4    10    10    67   170   240     4     4    -5       1
anorak                   3     4     6     6    75   171   289     1     1    -8       1
the                      3     5     3     3     7   173   159     3     3   -99    3511
the                      3     5     3     3     4   173   248     0     0     3    3511
headscarf.               3     5    10     9    24   175   449     8     8   -20       1
miserable,               3     5    10     9    36   178   258     2     2   -12       3
I                        3     5     1     1    50   180   189     1     1   -14     327
stringers                3     5     9     9    60   183   187     0     0   -10       1
then                     3     5     4     4    55   181   173     4     4     5      71
then                     3     5     4     4    51   181   473     0     0     4      71
and                      3     5     3     3    48   179   292     3     3     3    1283
had                      3     5     3     3    57   182   436     1     1    -9     130
stringers                3     5     9     9    63   183   239     3     3    -6       1
from                     3     5     4     4    70   184   189     0     0    -7     248
from                     3     5     4     4    74   184   352     4     4    -4     248
Mail                     4     1     4     4     8   187   197     2     2     0       5
Daily                    4     1     5     5     4   186   100     4     4     4       8
over                     4     1     4     4    19   189   213     4     4   -15      76
patch                    4     1     5     5    25   191   233     2     2    -6       1
the                      4     1     3     3    34   193   188     2     2    -9    3511
my                       4     1     2     2    47   195   379     2     2   -13      91
everyone                 4     1     8     8    63   197   187     5     5   -16       7
everyone                 4     1     8     8    60   197    85     2     2     3       7
can                      4     1     3     3    71   199   167     0     0   -11     123
can                      4     1     3     3    74   199   148     3     3    -3     123
trying                   4     2     6     6     5   202   143     1     1   -99      23
of,                      4     2     3     2     3   201   159     3     3     2    1757
get                      4     2     3     3    16   204   248     2     2   -13      48
to                       4     2     2     2    27   206   219     2     2   -11    1597
rubbish                  4     2     7     7    32   207   119     4     4    -5       5
people                   4     2     6     6    20   205   282     2     2    12      90
you                      4     2     3     3    44   210   206     0     0   -24     179
then                     4     2     4     4    53   212   248     2     2    -9      71
feel                     4     2     4     4    59   213   212     3     3    -6      23
a                        4     2     1     1    66   215   188     0     0    -7    1434
animal...                4     3     9     6     4   217   267     4     4   -99       3
conscious                4     3     9     9    23   221   233     1     1   -19       2
lot                      4     3     3     3    34   223   201     0     0   -11      15
time                     4     3     4     4    45   226   256     0     0   -11     105
it's                     4     3     4     4    57   228   170     2     2   -12     152
horrible                 4     3     8     8    65   229   171     5     5    -8       1
for                      4     3     3     3    70   230   169     1     1    -5     519
children,                4     4     9     8     5   232   173     5     5   -99      43
a                        4     4     1     1    18   234   177     1     1   -13    1434
well-known               4     4    10    10    27   235   168     8     8    -9     -99
mother;                  4     4     7     6    36   236   194     6     6    -9      11
beastly                  4     4     7     7    47   238   207     4     4   -11       1
a                        4     4     1     1    59   240   234     1     1   -12    1434
parent                   4     4     6     6    62   241   188     2     2    -3       2
the                      4     4     3     3    71   243   199     1     1    -9    3511
public                   4     4     6     6    74   244   160     0     0    -3      27
eye.'                    4     5     5     3     3   245   300     3     3   -99      15
observe                  4     5     7     7    18   247   201     6     6   -15       1
Joanna                   4     5     6     6    27   249   196     4     4    -9      18
really                   4     5     6     6    40   252   183     0     0   -13      34
quite                    4     5     5     5    52   253   354     5     5   -12      48
being                    4     5     5     5    65   255   359     4     4   -13      54
famous,                  4     5     7     6    73   256   160     6     6    -8       9
and                      4     5     3     3    75   257   193     0     0    -2    1283
she                      5     1     3     3     3   258   224     3     3     0      91
concedes                 5     1     8     8    11   259   187     7     7    -8       2
is.                      5     1     3     2    24   262   202     3     3   -13     717
that                     5     1     4     4    35   265   167     1     1   -11     871
continues                5     1     9     9    45   267   196     2     2   -10       6
publicise                5     1     9     9    56   269   202     0     0   -11       1
continues                5     1     9     9    52   267   120     9     9     4       6
publicise                5     1     9     9    64   269   247     8     8   -12       1
books                    5     1     5     5    70   271   188     0     0    -6      16
quite                    5     2     5     5     4   272    75     4     4   -99      48
she                      5     2     3     3    19   276   223     2     2   -15      91
because                  5     2     7     7    26   278   159     0     0    -7      78
she's                    5     2     5     5    35   279   178     1     1    -9     -99
'always                  5     2     7     6    45   280   220     5     4   -10      26
waiting                  5     2     7     7    53   281   163     5     5    -8       5
out                      5     2     3     3    64   284   204     2     2   -11     113
fashion,                 5     2     8     7    69   286   146     0     0    -5       7
go                       5     2     2     2    59   283   296     0     0    10      40
to                       5     2     2     2    57   282   208     1     1     2    1597
out                      5     2     3     3    65   284   173     3     3    -8     113
of                       5     2     2     2    68   285    87     2     2    -3    1757
because                  5     3     7     7     6   287   187     6     6   -99      78
book                     5     3     4     4    22   290   187     3     3   -16      33
this                     5     3     4     4    35   293   201     3     3   -13     293
be                       5     3     2     2    44   295   221     2     2    -9     423
I                        5     3     1     1    56   298   212     1     1   -12     327
I've                     5     3     4     4    69   300   198     4     4   -13     -99
a                        5     3     1     1    75   302   166     1     1    -6    1434
prolonging               5     4    10    10    22   307   226     0     0   -99       1
that                     5     4     4     4    34   308   192     1     1   -12     871
moment',                 5     4     8     6    42   309   233     4     4    -8      12
that                     5     4     4     4    54   311   188     3     3   -12     871
'after                   5     4     6     5    59   312   185     3     2    -5      62
last                     5     4     4     4    67   313   217     4     4    -8      73
week                     5     4     4     4    72   314   119     4     4    -5      42
asking                   5     5     6     6     6   316   203     6     6   -99       2
seriously                5     5     9     9    26   319   217     7     7   -20       7
why.'                    5     5     5     3    33   320   199     4     4    -7      35
says                     5     5     4     4    43   322   182     4     4   -10      47
remarks                  5     5     7     7    53   325   243     0     0   -10       2
about                    5     5     5     5    63   326   293     2     2   -10     164
sex                      5     5     3     3    70   327   167     3     3    -7      11
she                      5     5     3     3    74   328   192     3     3    -4      91
that                     5     5     4     4    48   323   369     4     4    26     871
the                      5     5     3     3    52   324   106     3     3    -4    3511
she                      5     5     3     3    74   328   278     3     3   -22      91
general,                 6     1     8     7     5   331   244     0     0     0      17
rather                   6     1     6     6    20   332   187     6     6   -15      42
specific                 6     1     8     8    32   334   176     6     6   -12       3
her,                     6     1     4     3    39   336   220     1     1    -7     107
were                     6     1     4     4    51   338   196     4     4   -12     106
misrepresented.          6     1    15    14    60   340   195     2     2    -9       1
misrepresented.          6     1    15    14    66   340   193     8     8    -6       1
quite                    6     1     5     5    55   339   208     3     3    11      48
Anyway,                  6     2     7     6     6   341   162     6     6   -99       3
things                   6     2     6     6    28   345   200     5     5   -22      31
after                    6     2     5     5    39   347   179     4     4   -11      62
courteously              6     2    11    11    48   348   210     7     7    -9       1
answering                6     2     9     9    56   349   181     3     3    -8       1
only                     6     2     4     4    32   346   229     2     2    24      97
things                   6     2     6     6    27   345   219     4     4     5      31
answering                6     2     9     9    59   349   153     6     6   -32       1
string                   6     2     6     6    71   352   212     1     1   -12       6
sexual                   6     3     6     6     4   354   248     4     4   -99       6
enquiries.               6     3    10     9    13   355   150     6     6    -9       1
enquiries.               6     3    10     9    14   355   232     7     7    -1       1
believe                  6     3     7     7    25   357   203     5     5   -11      20
believe                  6     3     7     7    23   357   213     3     3     2      20
in                       6     3     2     2    33   359   289     1     1   -10    1091
this.                    6     3     5     4    39   361   288     0     0    -6     293
Joanna                   6     3     6     6    48   362   189     3     3    -9      18
doesn't                  6     3     7     7    56   363   192     4     4    -8     -99
her                      6     3     3     3    28   358   247     0     0    28     107
this.                    6     3     5     4    39   361   156     0     0   -11     293
all                      6     3     3     3    37   360   142     2     2     2     167
doesn't                  6     3     7     7    52   363   203     0     0   -15     -99
want                     6     3     4     4    62   364   185     2     2   -10      40
make                     6     3     4     4    71   366   180     3     3    -9      60
a                        6     3     1     1    74   367   114     1     1    -3    1434
although                 6     4     8     8     6   369   183     6     6   -99      19
she'd                    6     4     5     5    27   374   228     4     4   -21       1
outline                  6     4     7     7    41   378   322     1     1   -14       1
outline                  6     4     7     7    47   378    96     7     7    -6       1
me                       6     4     2     2    36   376   236     2     2    11      55
dispute                  6     4     7     7    54   380   286     2     2   -18       2
have                     6     4     4     4    67   383   316     2     2   -13     361
as                       6     4     2     2    62   381   337     2     2     5     422
as                       6     4     2     2    60   381   231     0     0     2     422
have                     6     4     4     4    68   383   218     3     3    -8     361
above,                   6     4     6     5    76   384   173     6     6    -8       7
'That                    6     5     5     4     7   387   222     1     0   -99     871
excellent,               6     5    10     9    28   390   196     7     7   -21       3
Will.'                   6     5     6     4    35   391   180     3     3    -7     210
be                       6     5     2     2    18   389   196     0     0    17     423
would                    6     5     5     5    15   388   196     3     3     3     146
excellent,               6     5    10     9    25   390   191     4     4   -10       3
excellent,               6     5    10     9    27   390   183     6     6    -2       3
would                    6     5     5     5    17   388   287     5     5    10     146
would                    6     5     5     5    13   388   355     1     1     4     146
Will.'                   6     5     6     4    34   391   205     2     2   -21     210
Joanna                   6     5     6     6    43   392   290     0     0    -9      18
uses                     6     5     4     4    50   393   276     0     0    -7       6
my                       6     5     2     2    55   394   207     0     0    -5      91
first                    6     5     5     5    61   395   194     3     3    -6      87
name                     6     5     4     4    67   396   190     3     3    -6       7
quite                    6     5     5     5    72   397   192     3     3    -5      48
a                        6     5     1     1    76   398   192     1     1    -4    1434
we                       7     1     2     2     7   401   242     2     2     0     179
and                      7     1     3     3    17   403    72     3     3   -10    1283
is                       7     1     2     2    31   407   212     0     0   -14     717
sincere                  7     1     7     7    41   409   188     0     0   -10       2
sincere                  7     1     7     7    45   409   191     4     4    -4       2
partly                   7     1     6     6    58   411   144     5     5   -13       7
sincere                  7     1     7     7    41   409   186     0     0    17       2
partly                   7     1     6     6    36   408   211     2     2     5       7
partly                   7     1     6     6    58   411   222     5     5   -22       7
political.               7     1    10     9    63   412   185     3     3    -5      33
quite                    7     2     5     5     5   414   257     5     5   -99      48
looks                    7     2     5     5    23   417   263     2     2   -18      15
have                     7     2     4     4    38   421   227     1     1   -15     361
observed                 7     2     8     8    45   422   232     3     3    -7       3
young                    7     2     5     5    56   424   226     3     3   -11      43
her                      7     2     3     3    64   426   191     1     1    -8     107
58                       7     2     2     2    68   427   176     1     1    -4     -99
her                      7     2     3     3    65   426   255     2     2     3     107
absurdly,                7     3     9     8    13   431   156     0     0   -99       1
However,                 7     3     8     7     6   429   184     6     6     7      38
absurdly,                7     3     9     8    14   431   286     1     1    -8       1
absurdly,                7     3     9     8    22   431   238     9     9    -8       1
Gray-ishly               7     3    10    10    31   433   311     1     1    -9     -99
Gray-ishly               7     3    10    10    38   433   243     8     8    -7     -99
she's                    7     3     5     5    45   435   222     0     0    -7     -99
Marie                    7     3     5     5    55   437   280     1     1   -10       2
no                       7     3     2     2    51   436   163     0     0     4     117
Helvin.                  7     3     7     6    60   438   234     0     0    -9       1
Marie                    7     3     5     5    54   437   185     0     0     6       2
think                    7     3     5     5    71   440   235     1     1   -17      52
that                     7     4     4     4     9   443   342     0     0   -99     871
brouhaha                 7     4     8     8     5   442   207     5     5     4       1
*Blink                   7   -99     8     8   -99   -99    56   -99   -99   -99     -99
youthful                 7     4     8     8    30   446   368     1     1   -99       1
poor                     7     4     4     4    25   445   185     1     1     5      16
surrounds                7     4     9     9    18   444   166     4     4     7       2
do                       7     4     2     2    60   452   197     0     0   -42      75
her                      7     4     3     3    69   454   219     1     1    -9     107
*Off-screen              7   -99     3     3   -99   -99   160   -99   -99   -99     -99
other                    8     1     5     5    11   472   191     4     4     0      78
a                        8     1     1     1    22   475   185     1     1   -11    1434
coffee                   8     1     6     6    32   477   241     2     2   -10       4
table,                   8     1     6     5    39   478   152     2     2    -7       4
coffee                   8     1     6     6    30   477   208     0     0     9       4
the                      8     1     3     3    50   480   230     3     3   -20    3511
matutinal                8     1     9     9    60   482   355     4     4   -10       1
hinterland               8     1    10    10    71   483   202     5     5   -11       1
matutinal                8     1     9     9    57   482   234     1     1    14       1
matutinal                8     1     9     9    59   482   695     3     3    -2       1
the                      8     1     3     3    48   480   143     1     1    11    3511
dull                     8     1     4     4    51   481   354     0     0    -3       2
dull                     8     1     4     4    52   481   219     1     1    -1       2
matutinal                8     1     9     9    59   482   103     3     3    -7       1
matutinal                8     1     9     9    65   482    72     9     9    -6       1
hinterland               8     1    10    10    72   483   146     6     6    -7       1
dull                     8     1     4     4    55   481   387     4     4    17       2
matutinal                8     1     9     9    57   482   514     1     1    -2       1
matutinal                8     1     9     9    59   482   193     3     3    -2       1
hinterland               8     1    10    10    68   483   267     2     2    -9       1
hinterland               8     1    10    10    73   483   110     7     7    -5       1
Soho                     8     2     4     4     5   486   333     1     1   -99       1
club                     8     2     4     4    22   488   167     4     4   -17       5
we                       8     2     2     2    33   491   208     1     1   -11     179
for                      8     2     3     3    42   493   191     2     2    -9     519
hour                     8     2     4     4    50   495   194     3     3    -8       5
rainy                    8     2     5     5    59   498   268     2     2    -9       1
weekday,                 8     2     8     7    69   499   162     6     6   -10       1
looks                    8     3     5     5     4   501   221     4     4   -99      15
sleek                    8     3     5     5     8   502   234     2     2    -4       2
flared                   8     3     6     6    19   504   206     4     4   -11       1
leather                  8     3     7     7    27   505   231     5     5    -8       2
trousers,                8     3     9     8    33   506   461     3     3    -6       2
hip-length               8     3    10    10    45   508   295     3     3   -12     -99
hip-length               8     3    10    10    52   508   257    10    10    -7     -99
jacket                   8     3     6     6    62   510   267     1     1   -10       1
with                     8     3     4     4    68   511   191     0     0    -6     393
leather                  8     4     7     7     5   513   127     5     5   -99       2
*Blink                   8   -99     7     7   -99   -99   107   -99   -99   -99     -99
silver                   8     4     6     6    22   516   213     2     2   -99       5
jewellery                8     4     9     9    32   517   263     5     5   -10       2
(Boadicea                8     4     9     8    37   518   235     0    -1    -5       1
(Boadicea                8     4     9     8    46   518   224     9     8    -9       1
shield-boss              8     4    11    11    52   519   271     5     5    -6     -99
shield-boss              8     4    11    11    58   519   326    11    11    -6     -99
earrings,                8     4     9     8    67   520   306     8     8    -9       1
multi-stranded           8     5    14    14     5   522   269     5     5   -99     -99
bracelet).               8     5    10     8    19   523   297     4     4   -14       1
multi-stranded           8     5    14    14    11   522   139    11    11     8     -99
looks,                   8     5     6     5    34   525   215     4     4   -23      15
fact,                    8     5     5     4    42   527   219     2     2    -8      32
what                     8     5     4     4    51   529   184     0     0    -9     125
she                      8     5     3     3    58   530   266     2     2    -7      91
is:                      8     5     3     2    63   531   249     3     3    -5     717
million-                 8     5     8     8    68   533   135     2     2    -5      11
selling                  9     1     7     7     1   534   239     1     1     0       6
novelist                 9     1     8     8    14   536   227     1     1   -13       4
certain                  9     1     7     7    27   539   145     0     0   -13       7
age.                     9     1     4     3    36   540   173     1     1    -9      22
trouble                  9     1     7     7    47   542   211     3     3   -11       7
that                     9     1     4     4    57   544   186     2     2   -10     871
evidence                 9     1     8     8    69   547   202     2     2   -12       8
of                       9     1     2     2    76   548   111     0     0    -7    1757
is                       9     2     2     2    27   553   193     0     0   -99     717
rather                   9     2     6     6    39   556   268     0     0   -12      42
than                     9     2     4     4    50   557   162     4     4   -11     123
58,                      9     2     3     2    54   558   181     3     3    -4     -99
quite                    9     2     5     5    63   560   196     4     4    -9      48
33                       9     2     2     2    73   563   215     0     0   -10     -99
at                       9     2     2     2    78   564   173     2     2    -5     269
*Off-screen              9   -99     2     2   -99   -99   136   -99   -99   -99     -99
this                     9     3     4     4    21   567   203     3     3   -99     293
business                 9     3     8     8    30   568   172     7     7    -9      27
'Will's                  9     3     7     5    44   571   180     5     4   -14       1
begin                    9     3     5     5    53   573   312     3     3    -9       6
begin                    9     3     5     5    50   573   255     0     0     3       6
when                     9     3     4     4    63   576   147     0     0   -13     144
tell                     9     3     4     4    74   578   226     4     4   -11      13
parents                  9     4     7     7    20   583   174     7     7   -99      21
(hers                    9     4     5     4    31   586   322     1     0   -11       1
alive),                  9     4     7     5    42   588   211     2     2   -11       4
are                      9     4     3     3    39   587   168     3     3     3     351
emotion                  9     4     7     7    55   590   240     3     3   -16       2
swells                   9     4     6     6    64   591   191     4     4    -9       1
prolapses                9     4     9     9    75   593   226     4     4   -11       1
over                     9     5     4     4     6   595   194     2     2   -99      76
Will,                    9     5     5     4    30   599   188     5     5   -24     210
sorry!',                 9     5     8     5    41   603   228     2     2   -11       4
so                       9     5     2     2    37   602   247     1     1     4     154
she                      9     5     3     3    58   605   203     1     1   -21      91
'Oh,                     9     5     4     2    22   598   229     2     1    36       4
Will,                    9     5     5     4    28   599   176     3     3    -6     210
am                       9     5     2     2    35   601   267     2     2    -7      18
she                      9     5     3     3    57   605   204     0     0   -22      91
qualifies                9     5     9     9    67   607   278     1     1   -10       1
then                     9     5     4     4    62   606   282     1     1     5      71
qualifies                9     5     9     9    75   607   171     9     9   -13       1
this                     9     5     4     4    78   608   389     2     2    -3     293
conceding               10     1     9     9     5   610   289     2     2     0       1
it's                    10     1     4     4    19   612   203     1     1   -14     152
children                10     1     8     8    29   614   198     3     3   -10      43
parents                 10     1     7     7    42   617   165     0     0   -13      21
it's                    10     1     4     4    21   612   268     3     3    21     152
that                    10     1     4     4    52   618   169     2     2   -31     871
sorry                   10     1     5     5    63   620   189     2     2   -11       4
parents                 10     1     7     7    46   617   164     4     4    17      21
my                      10     1     2     2    41   616   296     2     2     5      91
she's                   10     1     5     5    60   619   261     5     5   -19     -99
for.                    10     1     4     3    69   621   195     2     2    -9     519
The                     10     1     3     3    74   622   177     2     2    -5    3511
Mail                    10     2     4     4     9   624   157     3     3   -99       5
Daily                   10     2     5     5     5   623   161     5     5     4       8
feels                   10     2     5     5    16   625   199     5     5   -11       2
reinvented              10     2    10    10    39   629   190     6     6   -23       1
herself                 10     2     7     7    49   630   286     5     5   -10       4
leggy                   10     2     5     5    60   633   282     3     3   -11       1
siren                   10     2     5     5    68   635   250     1     1    -8       2
siren                   10     2     5     5    71   635   252     4     4    -3       2
siren                   10     2     5     5    67   635   144     0     0     4       2
order                   10     3     5     5     5   637   257     5     5   -99      12
more                    10     3     4     4    16   640   178     2     2   -11     168
books,                  10     3     6     5    23   641   209     4     4    -7      16
particularly            10     3    12    12    32   642   190     6     6    -9       8
her                     10     3     3     3    44   644   205     2     2   -12     107
her                     10     3     3     3    42   644   150     0     0     2     107
Girl                    10     3     4     4    54   646   163     0     0   -12       6
Girl                    10     3     4     4    58   646   146     4     4    -4       6
the                     10     3     3     3    67   648   202     3     3    -9    3511
South,                  10     3     6     5    70   649   138     2     2    -3      11
features                10     4     8     8     6   650   306     6     6   -99       4
protagonists            10     4    12    12    24   652   285     3     3   -18       2
and                     10     4     3     3    34   653   199     0     0   -10    1283
set                     10     4     3     3    44   655   198     3     3   -10      26
distinctly              10     4    10    10    54   658   203     2     2   -10       3
racy                    10     4     4     4    63   659   192     0     0    -9       1
environs                10     4     8     8    68   660   194     0     0    -5       1
environs                10     4     8     8    76   660   149     8     8    -8       1
Parsons                 10     5     7     7     5   662   175     5     5   -99       1
Parsons                 10     5     7     7     3   662   290     3     3     2       1
Joanna                  10     5     6     6    26   665   266     3     3   -23      18
'If                     10     5     3     2    36   667   230     0    -1   -10     150
once                    10     5     4     4    48   670   242     2     2   -12      23
as                      10     5     2     2    57   672   228     1     1    -9     422
provincial              10     5    10    10    63   674   162     2     2    -6       1
once                    10     5     4     4    48   670   216     2     2    15      23
was                     10     5     3     3    44   669   392     2     2     4     383
once                    10     5     4     4    50   670   214     4     4    -6      23
seen                    10     5     4     4    53   671   285     2     2    -3      19
once                    10     5     4     4    49   670   193     3     3     4      23
provincial              10     5    10    10    61   674   398     0     0   -12       1
housewife               11     1     9     9     5   675   270     5     5     0       1
Laura                   11     1     5     5    16   678   263     1     1   -11       1
Ashley                  11     1     6     6    26   679   238     5     5   -10       1
cardie                  11     1     6     6    34   680   254     6     6    -8       1
apple                   11     1     5     5    44   683   247     0     0   -10       2
tree                    11     1     4     4    51   684   198     1     1    -7       1
Labradors               11     1     9     9    60   686   222     0     0    -9       1
Labradors               11     1     9     9    65   686   498     5     5    -5       1
which                   11     1     5     5    74   688   139     2     2    -9     152
also                    11     2     4     4     7   690   180     3     3   -99      58
also                    11     2     4     4     5   690   201     1     1     2      58
misrepresentation       11     2    17    17    24   692   157    13    13   -19       1
life                    11     2     4     4    38   695   284     3     3   -14      56
living                  11     2     6     6    49   697   230     5     5   -11      10
